Track ID,Artist Name,Track Name,Danceability,Energy,Loudness,Valence,Tempo,Popularity
2uev0LUP98t1npGu4GkaVT,Rich The Kid,4 Phones,0.919,0.528,-6.38,0.198,141.97,71
4k6hX9RKD096K1NCjjJZLc,Kehlani,Footsteps (feat. Musiq Soulchild),0.42,0.638,-4.212,0.478,88.546,71
1moShKo1RrxZ8PCrhSIf8Q,Cage The Elephant,Night Running,0.602,0.946,-2.298,0.58,141.925,71
5U3MWICGoIVVIR1N8CdCgd,YNW Melly,City Girls,0.631,0.688,-8.733,0.383,139.922,71
4LfoYkTuIPgJ2RlNkN5P5C,Kiana Ledé,EX - Remix,0.775,0.537,-6.978,0.403,73.484,71
3a1Zmq0P1E6W80x8EOcVNP,Quinn XCII,Tough (feat. Noah Kahan),0.729,0.57,-7.047,0.687,93.125,71
1unFtbwcAnSGgYPmp52vc0,Gunna,Wit It,0.868,0.657,-5.318,0.508,125.905,71
4gVX26KwlsIh9Uh7hKIRjp,YNW Melly,Butter Pecan - Bonus Track,0.808,0.524,-9.008,0.423,129.978,71
6PfI6EeLNiNGVAVg11nv7D,Gunna,Speed It Up,0.912,0.587,-7.395,0.435,143.027,71
40wyhIkaVvuZUAbAiTOkHI,2 Chainz,High Top Versace (feat. Young Thug),0.788,0.591,-4.838,0.247,152.071,71
4pCEIQ6wBVuaJdER5bALtO,Lil Uzi Vert,That's A Rack,0.852,0.432,-8.04,0.258,140.042,71
69fiYWZsqPB7BVhJJODKQJ,Maren Morris,A Song for Everything,0.578,0.569,-7.862,0.187,100.038,71
5JDwLHI2YUkFSFSn4g5pGd,Logic,Can I Kick It,0.789,0.774,-4.415,0.488,100.077,71
6SzCgkimMZ97h2GluSWSzd,James Barker Band,Keep It Simple,0.673,0.827,-3.162,0.947,126.073,71
2m1JKNrEQA37VibuKSMJEH,Jacquees,You (Remix) feat. Blueface - Remix,0.723,0.43,-9.08,0.332,114.94,71
4jE6bNf4AOUs4mxPe3Ye5e,Rich The Kid,World Is Yours 2 - Intro,0.851,0.715,-5.962,0.47,142.008,71
4TzXqUIcdpAmre24puQ6Uu,Offset,Tats On My Face,0.88,0.335,-8.742,0.213,140.061,71
2Zr4bgARgvIaayZf443t7B,Sia,Genius - Lil Wayne Remix,0.658,0.783,-3.381,0.745,159.049,70
3XVT8VNy0vpvTbFPQaBSZN,Lil Skies,Through The Motions,0.697,0.618,-8.468,0.247,161.964,70
3SMvKWD9uGhSpG31pfqdRZ,YoungBoy Never Broke Again,Gangsta Fever,0.687,0.554,-9.044,0.551,164.957,70
6sZUGkgvbNfd4rabcQ8Tj7,Rich The Kid,For Keeps (feat. YoungBoy Never Broke Again),0.648,0.648,-5.618,0.283,108.077,70
5eKWFYDP72IqdzmZLyu4d4,Intentional Vibes,Intention,0.0,0.0465,-27.899,0.0,0.0,70
6mbWdNBDGL4joR1EHRUZg1,Doja Cat,Tia Tamera (feat. Rico Nasty),0.814,0.675,-4.594,0.407,119.867,70
52AtuDhDYHavraoyirpylv,Ella Vos,Temporary,0.715,0.363,-8.265,0.347,87.017,70
4HfLQJtVT1KiX1eVedDyTm,Maggie Rogers,Alaska,0.847,0.386,-10.668,0.178,104.001,70
0MrLK6NEPoMbcb8R6q6itd,Lil Tjay,Leaked,0.759,0.613,-7.91,0.329,97.012,70
4KPRqt53xnT2Hs2rDGKiRu,Alex Couture,Dreaming Deeper,0.175,0.0236,-32.695,0.0373,122.538,70
2biNa12dMbHJrHVFRt8JyO,Yella Beezy,Bacc At It Again,0.948,0.623,-5.725,0.856,135.979,70
1Y9cAYTmyWJCcmfqdG2I29,Kelly Clarkson,Broken & Beautiful (from the movie UGLYDOLLS),0.73,0.732,-2.556,0.546,112.058,70
21Td7lpeuMOx1UNhUBySOc,Steven Goldmund,Drifting into Sleep,0.144,0.0611,-30.001,0.0679,79.352,70
5H14dJbhKeaU1ffTMmIGJi,Rannar Sillard,Observations From A Faraway Place,0.176,0.117,-22.34,0.142,76.125,70
3BvGcHKkSKRdkathkvvxRp,Abraham Vazquez,El De Las Dos Pistolas,0.614,0.793,-3.788,0.748,105.228,70
5YP6yKgGGsXKukqxXypVAf,Future,F&N,0.728,0.628,-4.766,0.393,160.94,70
4gLMgxa0xd3jPT64lcmpPR,Beast Coast,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",0.423,0.631,-7.64,0.246,78.706,70
3Mong1BzxMKwTZ0SbfLdcQ,Clean Bandit,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,0.684,0.95,-2.588,0.436,125.974,70
0GVBPuCT3pBrXCdY3Uiy5B,Marshmello,BIBA,0.66,0.962,0.366,0.492,127.885,70
4cTm3Ev9bUvy4ChJjB1nhl,Doja Cat,Juicy,0.77,0.697,-2.644,0.428,170.084,70
09g7JMQLhGPspMm1hfeqCc,Voyager,First Bridge,0.0777,0.083,-27.513,0.0394,175.335,70
5JivFvyCCaznVexlRLpZqK,Flume,High Beams,0.509,0.91,-4.514,0.515,129.906,70
7BEA0aIXF1nTvOK9zVcVkm,Arbour,Interstellar,0.621,0.157,-15.226,0.124,74.992,70
6pNeLrBdPEkUG3f1jbrMG9,Kane Brown,Lost in the Middle of Nowhere (feat. Becky G) (Spanish Remix),0.635,0.877,-4.056,0.873,172.058,70
3pq5dd3Hwg2uJ3d63v9YRx,Gunna,One Call,0.861,0.481,-7.309,0.188,146.992,70
42vD3VJBNhxLQ1SWmryw8C,Gunna,Cash War,0.94,0.455,-6.046,0.106,108.065,70
2rZfKyWzXoxQe2DBlvZ2sP,Backstreet Boys,No Place,0.716,0.533,-5.439,0.502,91.995,70
3kosv2SiE01oo3QxTDJUtb,X Ambassadors,BOOM,0.724,0.591,-5.696,0.633,107.944,70
3ihG28Sd7TNFsUQ7pu7f7P,Gus Cleese,Spaces,0.142,0.0435,-24.7,0.0348,141.552,70
1Du1gIiBziiR6SUx3gnSvr,2 Chainz,Money In The Way,0.79,0.793,-4.138,0.584,85.006,70
1s3ADRSddQ3Ca1GR0rsI8W,Tim McGraw,Thought About You,0.563,0.745,-4.753,0.28,121.015,70
0XIUYBQlVNG1c5vjSQKCYU,Joy Williams,Front Porch,0.567,0.224,-10.024,0.2,124.44,70
3c0uKKorZypy13KkO1u8AD,Becky G,LBD,0.874,0.584,-4.898,0.601,122.007,70
7akT9byQsktEwWGHyLeSPs,Foster The People,Style,0.59,0.906,-2.892,0.541,111.997,70
3t1XqbvvUtM3SHwf0qKQV0,Loote,85%,0.589,0.662,-7.403,0.405,140.088,70
0n0XAmYCMWlzj3W9VdMejw,Gerard Way,Happy Together (feat. Ray Toro),0.621,0.816,-4.077,0.716,122.032,70
0kDIirlQCy6YnmsK5pZ6PZ,Calvin Harris,I'm Not Alone - CamelPhat Remix,0.575,0.969,-6.741,0.0368,122.998,70
55EbjQa4Th0gmzKQdSnMrw,Tejal Yann,Atmosphere,0.193,0.0453,-26.219,0.119,67.675,70
76jICtPC51cXmetYVnOqHu,Thomas Rhett,That Old Truck,0.601,0.635,-7.248,0.629,93.466,70
1O01cSag3DaCGneWQgPBL4,Lil Pump,Drop Out,0.95,0.573,-6.31,0.549,120.032,70
2T6wyxLBkQ4Y2ZjTbpuYfr,Rannar Sillard,Dream Voucher,0.302,0.101,-19.705,0.213,106.904,70
2napy7uG4RI74SoyKJVGl5,bbno$,nursery,0.926,0.553,-8.053,0.83,104.98,70
5bWYPkdp7tPbp1dhE9AX43,Gunna,Yao Ming,0.938,0.504,-6.414,0.586,139.976,70
4HGLNErVXyaDEjHvk3cL5B,BLACKPINK,DDU-DU DDU-DU - Remix,0.691,0.904,-6.167,0.703,145.034,70
5jhYykolbcG1T9wZSyvhp5,LOOΠΔ,Butterfly,0.582,0.866,-4.139,0.351,107.021,70
0RO3tjH2cfyoGHLynijFcc,Florida Georgia Line,Women,0.368,0.592,-4.317,0.451,117.988,70
3EludUFeAoJAwSixWGG5Wg,Luh Kel,Wrong,0.745,0.728,-3.39,0.39,120.099,70
7BCq3pUvTqJMvBzUmhcexK,Blueface,Thotiana (REMIX feat. YG),0.92,0.683,-4.997,0.716,104.079,70
0L1Wwj6636oMkD6BkDq3JK,Rich The Kid,Rockets (feat. Takeoff & Lil Pump),0.714,0.589,-5.502,0.295,157.954,70
49ImM4CYsEL5KG1hzUaCzq,Lil Skies,Mansion,0.71,0.796,-6.365,0.733,159.951,70
1X5F8qFnvUe4sYmIqowEkB,Offset,Came A Long Way,0.807,0.774,-5.021,0.279,100.005,70
54GASuUdLbhhdyECNUp3Pb,Conan Gray,The King,0.643,0.716,-6.733,0.854,81.027,70
3k9vMJ09zyVP3N2pi8Yzj0,Wiz Khalifa,Alright (feat. Trippie Redd & Preme),0.708,0.661,-5.028,0.293,155.962,70
7yvdp8dqmxExSJwT2fn6Xq,Solange,Binz,0.863,0.625,-6.323,0.456,83.98,70
0deHsjyrgcKGMZzIuvawq3,Solange,Dreams,0.661,0.368,-7.342,0.211,112.891,70
0YxrPdW9NpNFtqh7Fw0rva,Bethel Music,Raise a Hallelujah (Live),0.452,0.866,-4.431,0.291,81.972,70
2NlsAcYlLgkDhnhA9Sx6HA,Offset,On Fleek (feat. Quavo),0.872,0.472,-8.217,0.255,130.985,70
6NwhtCYkfwWlcR62Ac4E7y,Drake,Successful (feat. Trey Songz & Lil Wayne),0.562,0.544,-5.065,0.231,159.517,70
1EGrDTfEuAiRzRdxlblpET,Kehlani,RPG (feat. 6lack),0.758,0.534,-7.368,0.719,132.94,70
15Y949TGjUppdT78h0S49P,XXXTENTACION,Gassed Up!,0.843,0.56,-6.122,0.477,130.032,70
7egj375ez0KtF3bYCfAHdZ,ILLENIUM,Crashing (feat. Bahari),0.582,0.681,-6.138,0.273,95.995,70
7vkL4wrBEmzr1wsiWRd1zO,Offset,Made Men,0.922,0.673,-6.416,0.702,133.998,70
3OGGzDmPU14szwANX5tbbn,Gunna,Out The Hood,0.84,0.427,-9.777,0.445,147.931,70
0iIUmsrVL2sgGnX33oDsC7,NAV,To My Grave,0.801,0.636,-5.444,0.21,146.137,69
1jiU6aaNmohuneyoEO0BsM,Lil AK,LANES,0.861,0.672,-5.948,0.692,103.979,69
2BTH9RKzclcO36gS09cLjy,Lil Skies,No Rainy Days,0.588,0.658,-7.604,0.526,163.992,69
2BaykZ7vUYBDqseFexHhtQ,Juicy J,Let Me See (feat. Kevin Gates & Lil Skies),0.871,0.798,-3.775,0.527,140.049,69
0mOp9tWdCRHfYwwVaO8ezw,Gunna,Derek Fisher (feat. Lil Baby),0.759,0.562,-6.228,0.706,145.139,69
0iVWDZhL04DiKgbI1mbC40,NAV,Taking Chances,0.851,0.589,-5.077,0.673,143.943,69
6FV7RivrHzOwu6SkLRRYmY,Hopsin,You Should've Known,0.766,0.525,-10.217,0.324,137.077,69
2tOOcDDYkh0PSjr6GwPEAJ,MAX,Love Me Less (feat. Quinn XCII),0.732,0.856,-2.2,0.771,145.034,69
3OjNkFFZavF89xvRqWCXmU,Cody Johnson,On My Way to You,0.443,0.538,-5.477,0.245,157.97,69
46SWSNRB3oAAOu21Apj22z,Mac DeMarco,Nobody,0.877,0.178,-13.987,0.442,74.997,69
3ZPKocroJIcnHGcnJVlLKD,Weezer,Africa,0.534,0.784,-3.59,0.6,92.147,69
7cSJqE5ZUqtqy7is4A3qLn,COIN,I Want It All,0.269,0.911,-4.503,0.681,169.396,69
6hypt8VPJxeMXTTcRUHS86,The Score,Glory,0.564,0.613,-5.055,0.48,84.951,69
61I4iLWIWmmx7knqM6f5HL,Tejal Yann,Newborn Soul,0.108,0.0718,-30.997,0.173,70.314,69
6OIJcRL2yycLyIbzrwOUty,Casanova,2AM (feat. Tory Lanez & Davido),0.767,0.69,-5.667,0.602,99.842,69
5ThoPhPJPn36Wiap2LHon5,blackbear,HIGH1X,0.852,0.384,-8.493,0.477,98.517,69
2GFwwTIVLjnOrtP7m9luHC,I Prevail,Hurricane,0.389,0.885,-5.063,0.187,164.989,69
3H92VwBbuWN5O3X1tVjAyx,Ciara,Thinkin Bout You,0.893,0.73,-4.375,0.819,106.988,69
3QLjDkgLh9AOEHlhQtDuhs,Drake,Best I Ever Had,0.395,0.922,-2.176,0.558,162.361,69
5qD3Qv8Wu3r5uRD0DahcZy,I Prevail,Bow Down,0.426,0.959,-4.95,0.372,155.01,69
19czqg2sES22uiWenXX9dk,Peter Manos,You Don't Know Me,0.742,0.362,-11.661,0.331,123.986,69
3CPP2MBrbPXH9FOaSTTyuO,Empty Space,Paranormal,0.245,0.172,-24.664,0.0646,140.399,69
4Hi4e6G8gvKgbYujB3J4yX,Logic,Pretty Young Girl,0.641,0.637,-6.967,0.394,95.051,69
1DyErR1XiKOI0K9VYHGekf,Ski Mask The Slump God,He Diddy!,0.885,0.408,-12.923,0.263,129.894,69
1Spmq0UazGU6ovMIlGldZX,Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),0.727,0.852,-4.682,0.922,110.017,69
6RMjZgsE9IcQZqubTzLtDs,Steve Mokwebe,It Ends with Us,0.326,0.00891,-24.103,0.299,69.79,69
4WznHDEzfBcZOVFFNkDUBt,Lil Durk,No Label,0.766,0.478,-8.287,0.303,99.857,69
6hR9oWhCZcH5Pgp8hwOjsT,Trey Songz,Jill (Sumn Real),0.337,0.461,-9.195,0.354,85.419,69
3VRxFM7wiJYKNHvouPZhaH,Bazanji,2019,0.597,0.881,-5.23,0.295,147.042,69
5X4c1AVbFfl8u36AE5QLCI,Lil Pump,Butterfly Doors,0.925,0.397,-11.265,0.429,130.008,69
65wtqxbrddRQEArvqfihed,MARINA,To Be Human,0.671,0.446,-4.727,0.274,96.022,69
5in02YJDTkdfKDQjfsvxYp,Hozier,To Noise Making (Sing),0.619,0.556,-7.687,0.566,99.39,69
5RsoKNOQIbRKfqjaPzyWfE,Quadeca,Uh Huh!,0.683,0.716,-7.597,0.496,155.692,69
3qhOjLeh6HePtsDhtxGpuR,Noah Kahan,Mess,0.576,0.85,-3.989,0.542,81.996,69
7cPO2IPraPDlGIguekShlV,Flume,Jewel,0.464,0.496,-6.688,0.0803,113.317,69
2QlPMIhutG3WHV26Eza8u9,Rosie Carney,Thousand (feat. Lisa Hannigan),0.676,0.198,-13.91,0.125,118.004,69
4XEXrp37kZXpQTB2r5vWbS,Romeo Santos,Canalla,0.878,0.875,-1.457,0.902,130.027,69
2Fr62Hoy2F3A0OfMPa7gxK,Rich The Kid,Wrong Thing (feat. NAV),0.915,0.723,-5.162,0.676,90.006,69
4MqLcVZJ2YKtyXs12NMTp4,Sabrina Carpenter,Pushing 20,0.633,0.814,-2.876,0.623,150.789,69
0aSW5EMeNnQSMJQ8QN3zIW,Kehlani,Too Deep,0.516,0.638,-6.673,0.642,180.216,69
0VeoSHlgashtg5JYPJjl15,The Score,Stronger,0.267,0.67,-4.688,0.114,191.883,69
6P6dKUam0DXUnhx4EUGciZ,Eric Bellinger,Type a Way (feat. Chris Brown & OG Parker),0.777,0.545,-5.009,0.68,75.01,69
4jM3c9KLTO9iZPm9A7neiL,Kehlani,Love Language,0.582,0.586,-4.369,0.698,89.599,69
3D4uUFRoYDFHbkQlTKL2Om,Maggie Rogers,Give A Little,0.618,0.695,-5.415,0.766,199.95,69
4xyhmhurbsNC0cYaAgAxt1,NAV,Amazing (feat. Future),0.832,0.581,-6.174,0.44,160.032,69
56lQI55srtE2glxdPffDLT,Lil Pump,Racks on Racks,0.822,0.484,-7.166,0.0934,150.061,69
6SL7KzIA96f0HiKjuv7tED,Quinn XCII,U & Us,0.605,0.73,-7.871,0.263,130.025,69
2hcohLIysMxofYziluXCoX,Drake,Ignant Shit (feat. Lil Wayne),0.591,0.846,-3.687,0.121,94.795,69
3QLvGx3PNgsyIjJOyIcuGh,Gunna,Big Shot,0.82,0.551,-6.144,0.328,156.983,69
1VxXvgu6BhUg3PdTOoTTvv,Rich The Kid,Racks Today,0.859,0.574,-4.013,0.303,75.023,69
0JaVdpmiex2EP7bBzyKVTa,Drake,November 18th,0.749,0.476,-11.147,0.534,71.937,69
1v24T2ug4TlssYZvI3aL4O,Drake,Lust For Life,0.462,0.422,-10.381,0.0853,87.364,69
3hhmDGfhXLkQnAlOBSte0w,Logic,Time Machine,0.555,0.464,-6.438,0.201,128.937,69
6e0CvGZf7CouOpYF8toXHC,Loud Luxury,Body On My,0.744,0.726,-4.675,0.687,121.985,69
5Xq7KPZSONkhHx6DFTAbTz,AJ Mitchell,All My Friends,0.62,0.64,-5.285,0.445,90.032,69
05u5qeM36BBjaF9lsOyar2,Joyner Lucas,Just Let Go,0.645,0.698,-6.525,0.5,139.867,69
0ZxY3V9miXeKIeKS3hgjCI,Lil Skies,Highs and Lows,0.819,0.756,-6.962,0.36,109.996,69
0Sceq3bQBTB70SJwAZm9Nu,Logic,I'm Probably Gonna Rock Your World,0.73,0.552,-8.365,0.758,173.981,68
6NmBxhsmVjv0PMgh8aJhuw,Pink Sweat$,Coke & Henny Pt. 2,0.806,0.289,-9.853,0.457,89.958,68
1soECbw2IFdWt5W8Rb4uG7,Romeo Santos,Payasos,0.855,0.698,-4.511,0.906,124.057,68
1ZB2qWsheGabSEYvBYxjKn,Weezer,Take On Me,0.441,0.762,-3.857,0.743,167.964,68
4JIPyaaceaEZtOJAWmzBzF,Tyla Yaweh,Salute (feat. French Montana),0.768,0.729,-4.079,0.588,152.038,68
06S7iIXT8ZVAcVK6l1iXvx,Gunna,Idk Why,0.555,0.532,-8.191,0.296,97.26,68
56Rmib5mhCfiaSJqhLgEdW,H.E.R.,Hard Place - Single Version,0.611,0.769,-4.044,0.414,160.014,68
3lVPtkNFoIyPPGVdNri4VH,Brooks & Dunn,Neon Moon - with Kacey Musgraves,0.645,0.552,-7.623,0.214,102.881,68
3TT0S61x8x2IFUn8lnqjq9,Momento,Visions of Sleep and Beyond,0.214,0.0667,-25.204,0.0473,71.877,68
0QFvybNsiwupz72jpQWxKn,John Gurney,That's How You Got It,0.673,0.683,-4.224,0.824,89.984,68
1PEbZAKVXlrABYuzZpBypd,Naturally Recurring,Stage Three,0.158,0.0529,-30.9,0.0399,133.652,68
407bMQYO7pKNipPaB5DanI,Lele Pons,Bloqueo,0.891,0.72,-4.585,0.696,97.015,68
3ohXKHyHxxuXo8UsRL3h17,Lenin Ramírez,Hierba de Receta,0.666,0.715,-5.311,0.736,115.874,68
6WsgELUOvr9rf3XWolZYjc,Henry Jamison,Ether Garden,0.603,0.197,-15.243,0.375,98.995,68
3mhLnZNg2efKBLPxH5xaKr,T-Pain,Getcha Roll on (feat. Tory Lanez),0.71,0.695,-4.458,0.642,171.141,68
3zRgdfwiFzHeDq4VYOpYpk,SomeThingElseyt,I'm Something Else,0.733,0.557,-9.672,0.331,92.941,68
3XLSlQLJf3Ut0zvMUxnF1h,Drake,Houstatlantavegas,0.683,0.695,-6.798,0.406,135.337,68
6tFWMs2FJMi4loy4XlR8bz,Cooliecut,Nothing,0.722,0.654,-7.115,0.55,119.93,68
654BH5npNnfbFZyHD4c2RC,A R I Z O N A,Find Someone,0.788,0.685,-5.874,0.599,124.001,68
32s2Dn9EVvO2f85MrpRoBV,Kehlani,Butterfly,0.583,0.345,-8.044,0.701,79.107,68
6e6xf3BuRf9o7pz1koO4ku,Momento,In Her Temple,0.196,0.168,-25.875,0.0378,68.745,68
1taKClbaJhl9FXdtM4hNBe,Offset,After Dark,0.8,0.696,-7.004,0.189,100.003,68
0ZFeVCKCMCXUQ1TKVd2azW,Pentatonix,The Sound of Silence,0.439,0.43,-7.432,0.26,90.99,68
72XxzjvIBR0TKljL0ETcGQ,Ryan Trey,Nowhere To Run,0.721,0.645,-5.577,0.718,183.372,68
4RsLvd1zrcEiyXZmTU3E27,Rich The Kid,Ring Ring (feat. Vory),0.621,0.616,-6.333,0.429,143.969,68
0PWnTLrryhbYaRSGF6CsHf,Lil Pump,ION (feat. Smokepurpp),0.899,0.593,-7.143,0.904,155.881,68
6KhZZFUgJZhDLjom4kkHwF,Naturally Recurring,Stage One,0.235,0.0282,-33.656,0.192,121.39,68
5NeHvs8ClxMHtqv8DHEK1X,PRETTYMUCH,Blind,0.448,0.761,-4.741,0.333,149.687,68
5OBtr92M0xsvOGqpnz3LzW,Dustin Lynch,Ridin' Roads,0.547,0.817,-4.255,0.592,142.118,68
07dIxNWwFGWwPrYuMypE2z,Empty Space,Whisperer,0.153,0.165,-18.633,0.0339,135.468,68
6f6xUMBUrXYK3JrlXXCm3R,2 Chainz,Forgiven (feat. Marsha Ambrosius),0.491,0.523,-9.417,0.243,73.79,68
083PU4XnYAOMAGVruma3vb,Hozier,Shrike,0.506,0.275,-8.464,0.0639,153.769,68
3zVibdZHsVH05p5Crux6xX,Romeo Santos,La Demanda,0.865,0.712,-4.519,0.951,122.021,68
19CWeHbg3Z9XJH4Uzdk6tf,NAV,Vicodin,0.759,0.537,-5.865,0.299,160.951,68
0kas95RruYRVqrOb07rgkh,Kehlani,Morning Glory,0.589,0.833,-4.494,0.653,172.037,68
5PFfxZ9WezcE8JiUWLsyus,NAV,Hold Your Breath (feat. Gunna),0.825,0.682,-5.197,0.5,146.129,68
2TcvA5WlWyZdLMdQrX05LG,Allana Johnson,Breathing Star,0.157,0.163,-23.56,0.104,86.352,68
4m21W5fWeVx63he1dNgGlM,NAV,Ralo,0.863,0.485,-8.44,0.518,145.945,68
696Y3Jx3k4Rjsw8gm2q4l4,Ellie Goulding,Close To Me - Red Velvet Remix,0.593,0.686,-6.58,0.453,143.986,68
6cG99KcHVOlmQOiYcu6cjb,The Head and the Heart,Missed Connection,0.669,0.789,-5.134,0.543,87.57,68
2Pph0CUJ8uksCBzV6iyuQF,Blake Rose,Lost,0.595,0.687,-6.536,0.508,94.73,68
7AXoX6HdYwf52e8i8XffOI,Polo G,Battle Cry,0.743,0.59,-7.788,0.346,150.021,68
79Dpa6xXRNsXzMueN8BvAg,Gunna,On A Mountain,0.787,0.552,-7.676,0.21,81.987,68
6oHalJC4hM1cS4tt6fhzLH,NAV,Go To Hell,0.783,0.634,-5.279,0.359,171.997,68
4NQNuItFMPClEJNCceGdF3,Logic,Baby,0.682,0.755,-4.436,0.197,95.998,68
5BoDFGTXZ8j5muc6Sb2jMz,Still Woozy,Lava,0.623,0.615,-10.064,0.672,169.137,68
1zfFle2YCXuUFXlAAZ4QOS,Mötley Crüe,The Dirt (Est. 1981) [feat. Machine Gun Kelly],0.432,0.828,-5.769,0.367,166.035,68
1KAObz8ZfyuMj4YTxHIrfA,NAV,Tussin (feat. Young Thug),0.662,0.503,-6.701,0.315,162.918,68
29lG0RlQXa6Fms3DXs1TIT,Bazzi,Caught In The Fire,0.728,0.705,-5.81,0.308,165.002,68
4SpQDJz1JiRT2mHxvyqN9K,Apink,%%(Eung Eung),0.647,0.855,-2.944,0.683,144.867,68
4m2n0xzP9VnaQnhim9aYCD,Rich The Kid,Slide,0.792,0.648,-6.106,0.372,75.956,68
0dcKsPZVWa64MvnoCes49q,The National,Light Years,0.544,0.316,-11.666,0.173,124.989,68
6C3MGasn7adPXHlE1z4NbV,Lost Kings,FU4E,0.794,0.644,-5.522,0.788,146.032,68
5cJBMRBaLTxrT02SSaoPJO,Logic,Supermarket,0.682,0.574,-5.92,0.366,89.991,68
4byXh93siQtzKLdjKuJaAF,Hozier,No Plan,0.456,0.75,-4.609,0.564,80.019,68
5R2pz8i4k4bvRAqiIFXzKz,Future,Faceshot,0.802,0.833,-4.234,0.132,165.97,68
0BDDB65zAWJ1nQYyIgnZcj,NAV,Snap,0.766,0.359,-9.491,0.202,172.0,68
7HNhyjMiTMDDDJixTS0yn0,Ugly God,Hello (feat. Lil Pump),0.926,0.519,-3.723,0.361,142.096,68
4bE3cBcwAe7T5SklvbkiYZ,I Prevail,Breaking Down,0.503,0.568,-7.182,0.0705,126.935,68
0q7LGcVSpsIoSbjChtZ8lI,Drake,Uptown (feat. Bun B & Lil Wayne),0.416,0.824,-3.075,0.417,85.433,68
2AoyIsLRZQ0UhedzzhnbKz,The Lumineers,Gloria,0.523,0.714,-6.021,0.659,78.211,68
5TTLIG6IKMMcLR3iLYHHYb,2 Chainz,"2 Dollar Bill (feat. Lil Wayne, E-40)",0.852,0.739,-4.692,0.668,101.019,68
4kgZoTVXtWLcDgs0M5Coiz,Fuerza Regida,El Dinero Los Cambio,0.749,0.73,-3.096,0.958,115.438,68
7l6LAnuiX2o48fwUQIhDNv,NAV,Tension,0.744,0.518,-7.592,0.339,141.971,68
59VNspSnCfoeGyNTGcSgsh,Aminé,BLACKJACK (feat. YBN Cordae) - Remix,0.959,0.583,-6.064,0.887,130.979,67
3UebVboi5nMHLgja4UrZaG,Boogie,Silent Ride,0.676,0.619,-6.89,0.309,96.045,67
1wX1DO1MBKec6DeWpTe6fM,YNW Melly,Rolling Loud,0.764,0.474,-9.09,0.151,132.005,67
5icbZiF6lcuEORG0UzMsS2,I Prevail,Every Time You Leave,0.473,0.749,-5.047,0.167,150.022,67
